user_id,item_id,label
user_4,Berlingo Multispace 1.6 HDi (115bhp) XTR 5d,0
user_4,Qashqai+2 2.0 360 5d,0
user_4,A4 SaloonSport 2.0 TDI Ultra 190PS Quattro S Tronic auto (06/2017 on) 4d,0
user_4,Convertible 1.6 D Cooper Soho (Pepper/Media Pack) 2d,0
user_4,S60D3 (136bhp) R DESIGN Lux 4d,0
user_5,Avensis Saloon 2.2 D-4D T Spirit 4d (06),1
user_5,X-Type Estate 2.0d Sport Premium (04) 5d,1
user_5,3-Series Saloon 320d (184bhp) SE Business Edition 4d,1
user_5,A-Class A200 (2.1) CDI AMG Sport (Map Pilot) 5d,1
user_5,Avensis Saloon 2.2 D-4D TR 4d,1
user_5,GLA-ClassGLA 200 CDI SE (Executive) 5d Auto,1
user_5,Touran 1.6 FSI S 5d (5 Seat),1
user_5,5-Series Touring 528i (245bhp) SE 5d Step Auto,1
user_5,Discovery Sport2.0 TD4 (180bhp) HSE Luxury 5d Auto,1
user_5,3-Series Touring 318i (143bhp) M Sport 5d Auto,1
user_5,Countryman SUVCooper S All4 Sport Automatic 5d,1
user_5,Corolla Hatchback 1.3 Sportif 5d,1
user_5,1-Series Hatchback118i (1.5) SE (Nav) 5d Step Auto,1
user_5,156 Saloon 1.6 TS Turismo 4d (01),1
user_5,Carens 2.0 CRDi LX 5d Auto,1
user_5,Rexton W 2.0 SX 5d,0
user_5,9-5 Estate 2.0t Linear SE BioPower 5d Auto (07),0
user_5,Yaris1.0 VVT-i Icon TSS (Leather/Nav) 3d,0
user_5,Focus C-MAX 2.0TDCi Zetec 5d (DPF) (07),0
user_5,Astra Sports TourerElite 1.6CDTi (110PS) Ecotec 5d,0
user_6,XC60 SUVMomentum D4 AWD auto 5d,1
user_6,CLK Cabriolet 320 Final Edition 2d Tip Auto,1
user_6,Astra GTC Coupe1.6 CDTi 16V ecoFLEX Limited Edition 3d,1
user_6,Polo Hatchback 1.2 E (70ps) 5d,1
user_6,Q502.2 CDi Sport (Multimedia) 4d,1
user_6,Laguna Sport Tourer 1.9 dCi Extreme 5d,1
user_6,S40 2.5 T5 SE Sport 4d Geartronic,1
user_6,Clio Hatchback 1.5 dCi (106bhp) Privilege 5d,1
user_6,Yeti 1.4 TSI SE 5d,1
user_6,A4 Saloon 3.0 TDi quattro SE 4d Tip Auto,1
user_6,ExigeS British GT 2d (GT Pack),1
user_6,Superb Estate1.6 TDI CR SE 5d DSG,1
user_6,Grand Espace 2.2 dCi Dynamique 5d Auto (140bhp),1
user_6,Matrix 1.5 TD GSi 5d,1
user_6,Focus HatchbackST-Line X 1.5 Ford EcoBoost 182PS 5d,1
user_6,ZR 2.0TD Trophy (115ps) 3d,0
user_6,Grande Punto 1.4 Active Sport 3d Auto,0
user_6,Tucson 2.0 CRTD CDX 5d (138ps),0
user_6,Megane Hatchback 1.5 dCi Expression (106bhp) 5d (Euro 4),0
user_6,Picanto SE 1.0 65bhp ISG 5d,0
user_7,A-Class A140 Classic 5d ACS (98),1
user_7,V70 D4 (136bhp) Business Edition (06/13-) 5d,1
user_7,Golf Hatchback1.6 TDI (110bhp) Match 5d,1
user_7,1-Series Hatchback118d Sport (Nav) 3d,1
user_7,Astra Hatchback 1.6i 16V Elegance 5d Auto,1
user_7,3-Series Saloon335d xDrive Luxury (Prof Media) 4d Step Auto,1
user_7,Insignia Grand SportDesign 1.6 (110PS) Turbo D Ecotec 5d,1
user_7,Trajet 2.7 V6 5d Auto,1
user_7,Q7 SUV 3.0 TDI (245bhp) Clean Diesel Quattro SE 5d Tip Auto,1
user_7,A5 Sportback 3.0 TDI Quattro SE 5d,1
user_7,C5 Tourer 1.6 HDI 16V VTR+ (115bhp) 5d,1
user_7,V60 EstateInscription Pro D3 FWD 5d,1
user_7,E-Class Estate E250 CDI BlueEFFICIENCY SE (Start Stop) 5d,1
user_7,Golf Plus 1.4 Sport TSI 160 5d DSG,1
user_7,Yaris1.4 D-4D Design White Bi-tone (Nav) 5d,1
user_7,Outback 2.5 SEn Outback 5d (06),0
user_7,Exeo ST 2.0 TDI CR Ecomotive Sport (143bhp) 5d,0
user_7,206 1.1 Zest 3 3d,0
user_7,Passat Estate 1.8 S TSI 5d,0
user_7,Aygo1.0 VVT-i X-Play TSS (X-nav) 5d x-shift,0
user_8,V40 HatchbackD2 SE Nav 5d Powershift,1
user_8,Optima 1.7 CRDi 2 Luxe 4d,1
user_8,XC60 D4 (190bhp) R DESIGN Nav AWD 5d Geartronic,1
user_8,Convertible 1.6 (Media Pack) 2d,1
user_8,A1 Hatchback1.4 TFSI Contrast Edition 3d S Tronic,1
user_8,Qashqai+2 1.6 (117bhp) Acenta 5d,1
user_8,2-Series Convertible218i M Sport (07/17 on) 2d,1
user_8,Astra Hatchback 1.7 CDTi 16V ecoFLEX Exclusiv (99g/Km) (06/12-) 5d,1
user_8,Ibiza 1.9 TDi Sportrider 3d,1
user_8,Impreza 1.5 R (X Pack) 5d Auto,1
user_8,Clubman 1.6 D Cooper (Media Pack) 5d,1
user_8,C70 Coupé Convertible T5 SE 2d,1
user_8,Aygo1.0 VVT-i X-Play (X-nav) 5d,1
user_8,Berlingo Multispace Flair BlueHDi 120 S&amp;S 5d,1
user_8,IS Saloon 3.0 4d Auto (Navigator),1
user_8,Juke Nismo1.6 DiG-T Nismo 5d,0
user_8,Avensis Estate 1.8 VVTi Vermont 5d,0
user_8,V50 T5 R DESIGN Premium 5d Geartronic,0
user_8,E-Class Coupé E350 CDI BlueEFF (265bhp) SE (Pan/Rf) (Map Pilot) 2d Tip Auto,0
user_8,X-Type Estate 3.0 V6 Sport Premium (07/04-06/07) 5d,0
user_9,CT200h 1.8 Premier (14-) 5d CVT Auto,1
user_9,Satria Neo 1.3 SX 3d,1
user_9,Auris1.8 VVTi Hybrid Excel (Ltr/Pan Rf) 5d CVT Auto,1
user_9,Grande Punto 1.4 Active Sport 5d,1
user_9,9-5 Estate 2.3t Arc 5d Auto,1
user_9,A4 Avant 1.8T FSI Executive SE 5d,1
user_9,Corsa Hatchback 1.0 12V Active 3d,1
user_9,E-Class Estate E250 CDI BlueEFF Avantgarde (7speed) (Ext Pk) 5d Tip Auto,1
user_9,7-Series 730d BluePerformance SE 4d Auto,1
user_9,A4 Saloon 1.8T FSI (160bhp) SE 4d,1
user_9,XC70 2.4D SE Lux 5d Geartronic,1
user_9,3-Series Saloon316i ES (Business Media) 4d Step Auto,1
user_9,5-Series Touring 518d SE 5d Step Auto,1
user_9,Micra C+C 1.4 Active Luxury 2d,1
user_9,A3 Saloon2.0 TDI Quattro S Line 4d,1
user_9,3-Series Convertible 320i M Sport Highline 2d,0
user_9,206 2.0 HDi Sport 3d,0
user_9,Leon Cupra 2.0 TSI Cupra Black (290bhp) Sport Tourer 5d,0
user_9,Santa Fe 2.2 CRDi Blue Drive Premium (5 Seats) 5d,0
user_9,CC 2.0 TDI GT Black Edition 4d,0
user_10,A-Class A170 Elegance SE 3d,1
user_10,Fiesta 1.6 TDCi Titanium 3d,1
user_10,Ibiza FR 1.2 TSI FR Black Hatchback 5d,1
user_10,Cougar 2.0 16V 3d,1
user_10,A3 CabrioletS Line 1.5 TFSI 150PS 2d,1
user_10,C-Class Estate C200 CDI Classic SE 5d Auto (04),1
user_10,CR-V 2.0 i-VTEC Black Edition (02/16-) 5d,1
user_10,6 Hatchback 2.2d Takuya 5d,1
user_10,Golf Hatchback1.4 TSI (125bhp) Match Edition 5d DSG,1
user_10,Grand Scenic 2.0 VVT Privilege 5d Auto (Euro 4),1
user_10,2-Series Convertible220d Sport (07/17 on) 2d,1
user_10,Clio Hatchback 1.5 dCi (86bhp) eco2 Extreme (AC) 5d,1
user_10,500 HatchbackCollezione 1.2 69hp Dualogic auto 3d,1
user_10,Wagon-R+ 1.3 GL Special 5d Auto,1
user_10,V70 D5 (205bhp) SE Premium 5d,1
user_10,A6 Saloon 2.4 SE Sport 4d Auto,0
user_10,1-Series Hatchback116i ES 5d,0
user_10,Vectra Hatchback 1.6 16V LS 5d (AC) (99),0
user_10,Continental GT Coupe Supersports auto 2d,0
user_10,323 Fastback 1.5 Venetian 5d,0
user_11,C3 1.4i 16V Rhythm 5d,1
user_11,C-Class Estate C200 CDI Executive SE (Premium) 5d Auto,1
user_11,Q7 SUV 3.0 TDI Quattro SE (8 speed) 5d Tip Auto,1
user_11,Land Cruiser Amazon 4.7 V8 Anniversary 5d Auto,1
user_11,Golf Hatchback2.0 TDI Bluemotion Tech GT 5d,1
user_11,Octavia Estate1.6 TDI CR (110bhp) SE 4x4 5d,1
user_11,A4 Saloon 1.9 TDI (130ps) 4d Multitronic,1
user_11,Qashqai1.6 dCi Tekna 5d,1
user_11,A3 SaloonS Line (Technology Pack) 2.0 TDI 184PS Quattro S Tronic auto 4d,1
user_11,Leon Hatchback 1.8 20V S 5d Auto,1
user_11,i20 Hatchback 1.4 Comfort 3d,1
user_11,A4 Avant 2.0T FSI Quattro S Line 5d S Tronic,1
user_11,Golf Hatchback 1.6 S 3d,1
user_11,Forfour 1.1 Purestyle 5d,1
user_11,QashqaiAcenta (Smart Vision and Tech Pack) 1.2 DIG-T 115 Xtronic auto (07/17 on) 5d,1
user_11,Renegade1.6 MultiJet II 120hp Limited FWD DDCT auto 5d,0
user_11,A5 S5 S5 Quattro Sportback Black Edition 5d S Tronic,0
user_11,Signum 1.9 CDTi Elite (150ps) 5d Auto,0
user_11,E-Pace SUVR-Dynamic S D150 FWD 5d,0
user_11,Alhambra 1.9 TDi PD Stylance 5d Auto (7 Seat),0
user_12,Megane Saloon 1.9 dCi Privilege 4d,1
user_12,406 Estate 3.0 V6 5d (AC+SN),1
user_12,200 Hatchback 214i S 16V 5d,1
user_12,S-MAX 2.0 EcoBoost Titanium X Sport 5d Powershift,1
user_12,Focus Estate 2.0 Titanium 5d (08),1
user_12,1-Series Hatchback118d SE (Nav) (09/15-) 5d,1
user_12,Leon STFR Technology 1.8 TSI 180PS 5d,1
user_12,A4 AvantBlack Edition 2.0 TDI 190PS 5d,1
user_12,1-Series Hatchback 118d 3d (07),1
user_12,Mustang Convertible5.0 V8 GT 2d Auto,1
user_12,A-Class HatchbackA 180 Sport Executive 5d,1
user_12,9-3 Convertible 1.9 TiD Linear 2d Auto,1
user_12,Octavia EstateSE Technology 1.6 TDI 110PS GreenLine III 5d,1
user_12,Yaris Hatchback 1.4 D-4D Zinc 3d,1
user_12,208 Hatchback1.6 e-THP XY 3d,1
user_12,R8 Coupe5.2 FSI V10 Plus Quattro 2d S Tronic,0
user_12,406 Estate 3.0 V6 GLX 5d Auto (AC),0
user_12,400 Hatchback 416 LS Special Edition 5d,0
user_12,Corsa Hatchback 1.3 CDTi ecoFLEX Design (08/13-) 5d,0
user_12,Corsa Hatchback 1.3 CDTi ecoFLEX Life (AC) 3d,0
user_13,Kuga2.0 TDCi (180bhp) Titanium Sport (Nav) 5d,1
user_13,Laguna Hatchback 1.8 16V Expression 5d Auto,1
user_13,Viano 3.0 CDI Avantgarde 5d Tip Auto,1
user_13,Laguna Sport Tourer 2.0 16V Privilege 5d (01),1
user_13,Leon Hatchback1.4 EcoTSI (150bhp) FR (Technology Pack) 5d DSG,1
user_13,C-Class Saloon C220 CDI AMG Sport (Comand) 4d Auto,1
user_13,TiguanSE 2.0 TDI SCR BMT 150PS 2WD DSG auto 5d,1
user_13,CLK Cabriolet 430 Final Edition 2d Tip Auto,1
user_13,Mondeo Hatchback 1.8i Verona 5d (97),1
user_13,A4 AvantBlack Edition (Technology Pack) 1.4 TFSI 150PS 5d,1
user_13,156 Sportwagon 2.0 JTS TI 5d,1
user_13,Scenic 1.6 VVT Dynamique S 5d Auto,1
user_13,V70 2.4 AWD 5d,1
user_13,Yaris1.33 VVT-i Sport (Nav) (07/14-) 5d,1
user_13,V50 2.0D R DESIGN SE Premium 5d,1
user_13,5-Series Saloon 525d M Sport 4d,0
user_13,1-Series Hatchback 118d Edition ES 5d Step Auto,0
user_13,Fortwo Coupe Passion Softouch (84bhp) (2010) 2d Auto,0
user_13,ClubmanCooper (Navigation Plus Pack) 6d,0
user_13,E-Class Saloon E350 CDI BlueTEC Sport 4d Tip Auto,0
user_14,C-Class Saloon C220 CDI AMG Sport Edition (Premium) 4d Auto,1
user_14,XJ SaloonXJ50 Standard Wheelbase 3.0 V6 Turbocharged Diesel 300PS RWD auto 4d,1
user_14,V60 Cross Country D4 (190bhp) Cross Country SE Nav 5d,1
user_14,Auris1.2T Design TSS (Leather) 5d CVT,1
user_14,Outlander2.2 DI-D GX4 5d Auto,1
user_14,A5 Sportback 2.0T FSI Quattro Black Edition (5 Seat) 5d S Tronic,1
user_14,5-Series Saloon 530d SE (07/13-) 4d Step Auto,1
user_14,Focus C-MAX 1.6 Studio 5d,1
user_14,S-Class S350L CDi BlueTEC AMG Sport Edition 4d Auto,1
user_14,Corsa Hatchback1.0T ecoFLEX Energy (AC) 5d,1
user_14,5-Series Touring 520d SE (Business Media) 5d Step Auto,1
user_14,Scenic 1.9 dTi Alize 5d,1
user_14,V70 2.4 Classic Bi-Fuel 5d Auto,1
user_14,Hatchback 1.6 D Cooper Soho 3d,1
user_14,Agila 1.2i 16V Design (80ps) 5d,1
user_14,TT RoadsterS Line (Technology Pack) 2.0 TDI Ultra 184PS 2d,0
user_14,Mondeo Saloon 2.2TDCi ST (155ps) 4d (05),0
user_14,9-3 Sportwagon 1.8t Vector Sport (6) 5d,0
user_14,Outback 3.0 Rn Outback 5d Seq Auto (Sat Nav),0
user_14,3 Hatchback 2.0 Sport (i-Stop) 5d,0
user_15,5-Series GT 550i SE GT 5d Step Auto,1
user_15,3-Series Saloon318d Sport (Business Media) 4d Step Auto,1
user_15,A4 Avant 1.8T 5d,1
user_15,1-Series Hatchback120d xDrive SE (Business Media) 5d,1
user_15,Astra GTC Coupe1.7 CDTi 16V ecoFLEX (130bhp) Limited Edition (SS) 3d,1
user_15,C5 Hatchback 2.0 HDi LX (90bhp) 5d,1
user_15,C-Class Estate C220 CDI BlueEFFICIENCY Elegance Ed 125 5d Auto,1
user_15,5-Series Touring 530d (258bhp) BluePerform M Sport (Bus Media) 5d Step Auto,1
user_15,C-HR SUVDesign (Premium pack) 1.2 VVT-i Turbo AWD auto 5d,1
user_15,9-3 Saloon 1.9 TTiD (160bhp) Vector Sport 4d Auto,1
user_15,Fortwo Cabriolet Passion mhd (Luxury Pack) 2d Auto,1
user_15,X-Type Saloon 2.0d Sovereign 4d,1
user_15,Astra Sports Tourer 1.7 CDTi 16V ecoFLEX SRi (Start/Stop) 5d,1
user_15,Corsa Hatchback 1.2 SXi 5d,1
user_15,B-ClassB200d SE 5d Auto,1
user_15,Corolla Hatchback 1.6 GS 3d,0
user_15,Bravo 1.2 Forza (80bhp) 3d,0
user_15,Mondeo Estate 2.0 TDCi (140bhp) Titanium X Business Edition 5d,0
user_15,A4 Saloon 3.2 FSI Quattro S Line Special Ed 4d,0
user_15,Superb Hatchback 2.0 TDI (140bhp) SE 5d,0
user_16,Yaris Hatchback 1.3 VVT-i T3 5d,1
user_16,V70 2.4 D5 S 5d Geartronic,1
user_16,Meriva 1.4i 16V S 5d,1
user_16,Corsa Hatchback 1.2i 16V Club 3d (00),1
user_16,C-Class Estate C220 CDI BlueEFFICIENCY Elegance (Comand) 5d,1
user_16,208 Hatchback1.6 e-HDi Feline 5d EGC,1
user_16,Focus Hatchback 1.8 TDi CL 5d (98),1
user_16,HatchbackCooper SD Seven (Media XL) Sports Automatic 3d,1
user_16,ExigeSport Touring 2d,1
user_16,C-Class Saloon C220 CDI BlueEFFICIENCY SE Edition 125 4d Auto,1
user_16,3-Series Touring 335i M Sport 5d Step Auto,1
user_16,1-Series Hatchback 118i SE 5d Auto (07),1
user_16,Auris1.8 Hybrid Business Edition TSS (Leather) 5d CVT,1
user_16,A3 Sportback 1.9 TDI SE 5d,1
user_16,V70 2.0D SE Lux Premium 5d,1
user_16,Fiesta HatchbackST-Line 1.0T EcoBoost 140PS 5d,0
user_16,600 620 Si 4d Auto,0
user_16,3-Series Convertible 325 Ci Sport 2d (03),0
user_16,A8 SaloonS Line 50 TDI Quattro Tiptronic auto 4d,0
user_16,Accord Saloon 2.0i VTEC SE Executive 4d (01),0
user_17,200 Hatchback 216 iL 5d,1
user_17,Corsa Hatchback 1.2i 16V Energy 3d Easytronic,1
user_17,A4 Saloon 3.0 TDI Quattro Black Edition Plus 4d S Tronic,1
user_17,C5 Saloon 1.6 HDI 16V VTR 4d,1
user_17,IQ 1.0 VVT-i 2 Leather 3d Multidrive,1
user_17,CX-3SkyActiv-D 115ps 2WD Sport Nav+ (08/2018 on) 5d,1
user_17,3-Series Saloon320i xDrive SE (07/15-) 4d Step Auto,1
user_17,Fiesta Active1 1.0T EcoBoost 85PS 5d,1
user_17,Vectra Saloon 1.8 Design 4d LPG,1
user_17,XC60 SUVMomentum Pro D4 AWD auto 5d,1
user_17,C4 Picasso 2.0 HDi (150bhp) Platinum 5d,1
user_17,Golf SV1.2 TSI S 5d,1
user_17,3-Series Saloon318d BluePerformance Modern (Business Media) 4d,1
user_17,Yaris1.33 VVT-i Icon TSS (Leather) 5d CVT,1
user_17,Megane Hatchback 1.4 Dynamique 5d,1
user_17,Swift Hatchback 1.2 Dualjet SZ4 4X4 (Nav) 5d,0
user_17,Beetle Hatchback2.0 TSI Sport 3d DSG,0
user_17,Cooper S 1.6 Cooper S (190bhp) Countryman (Media Pack) 5d,0
user_17,Megane Hatchback 1.6e RT 5d Auto (EPk+SR),0
user_17,GLA-ClassGLA 200 CDI 4Matic AMG Line (Premium) 5d Auto,0
user_18,Polo Hatchback 1.0 SE 3d,1
user_18,Corsa Hatchback 1.3 CDTi 16V ecoFLEX Energy 3d,1
user_18,Vectra Hatchback 2.0 Di LS 5d,1
user_18,ClubmanCooper D (John Cooper Works Chili Pack and Navigation Plus Pack) auto 6d,1
user_18,XJ XJR 4.2 V8 Portfolio Supercharged 4d Auto,1
user_18,307 SW 1.6 HDi SE (110bhp) 5d (AC),1
user_18,V40 HatchbackD2 (120bhp) ES 5d,1
user_18,Overland 3.0 MultiJet II 250hp 4x4 Auto8 5d,1
user_18,4-Series Coupe420d xDrive M Sport 2d,1
user_18,Zafira Tourer1.4T SRi (Start Stop) 5d,1
user_18,Cayman 3.4 S Design Edition 1 2d,1
user_18,3-Series Saloon325d BluePerformance Luxury (Professional Media) 4d,1
user_18,C-MAXTitanium (Sync3 DAB Navigation) 1.5T EcoBoost 150PS S/S auto 5d,1
user_18,A6 Avant 2.7 TDI SE 5d Multitronic,1
user_18,Hatchback 1.6 D Cooper (Pepper/Media Pack) (08/10 on) 3d,1
user_18,Auris1.8 Hybrid Business Edition TSS 5d CVT,0
user_18,Insignia Sports Tourer 2.0 CDTi (160bhp) 4x4 SRi Vx-line Nav (SS) 5d,0
user_18,B-ClassB220 CDI 4MATIC Sport 5d Auto,0
user_18,Yeti 1.6 TDI CR SE GreenLine II (12/13-) 5d,0
user_18,Golf Estate 1.9 SE TDI (100ps) 5d Auto,0
user_19,V70 2.0T Sport 5d Auto,1
user_19,Focus C-MAX 1.6 TDCi Ghia 5d,1
user_19,Vectra Saloon 1.8 SXi 4d (99),1
user_19,X5 xDrive30d BluePerformance SE 5d Auto,1
user_19,G-Class G350d 5d Tip Auto,1
user_19,A5 Sportback 2.0 TDI (177bhp) Quattro Black Edition (5 Seat) 5d,1
user_19,Qashqai 1.6 (117bhp) N-Tec+ 5d,1
user_19,Civic SaloonSR 126PS VTEC Turbo 4d,1
user_19,QashqaiN-Connecta (Glass Roof Pack) 1.6 dCi 130 4WD (07/17 on) 5d,1
user_19,A4 Avant2.0T FSI Sport 5d S Tronic,1
user_19,Continental GT GTC Convertible6.0 W12 Mulliner Driving Spec (06/12-) 2d Auto,1
user_19,Countryman SUVCooper SD All4 (Chili Pack and Navigation Plus Pack) Sport Automatic 5d,1
user_19,IS Saloon 2.0 SE 4d (Aero Package),1
user_19,500XCross Plus 1.3 150hp DCT auto 5d,1
user_19,V60 D5 (215bhp) R DESIGN Lux Nav 5d Geartronic,1
user_19,Insignia Sports Tourer 2.0 CDTi SRi Vx-line Nav 5d,0
user_19,Civic Saloon 1.6i VTi 4d (AC),0
user_19,A4 Avant 1.8T FSI (170bhp) Black Edition Plus 5d Multitronic,0
user_19,QashqaiTekna 1.5 dCi 110 (07/17 on) 5d,0
user_19,ZR 1.8 + (120ps) 5d Step Auto,0
user_20,7-Series 740i V8 4d Auto (96),1
user_20,159 Sportwagon 2.0 JTDM 16V Lusso 5d,1
user_20,3-Series Touring 318 tds SE 5d,1
user_20,CLA-Class Shooting BrakeCLA 220 d AMG Line (Map Pilot) 7G-DCT auto (06/16 on) 5d,1
user_20,CC 2.0 TDI (177bhp) BlueMotion Tech GT 4d DSG,1
user_20,Megane Renaultsport 2.0 T 16V Renaultsport F1 Team R26 (230bhp) 3d,1
user_20,X-Trail 2.0 dCi Sport Expedition 5d Auto,1
user_20,Mondeo Hatchback 2.0TDCi LX (115ps) 5d (6) (03),1
user_20,S-Class S280 SE 4d Auto,1
user_20,Leon HatchbackSE Technology 1.2 TSI 110PS 5d,1
user_20,Focus HatchbackZetec (Sync3 DAB Naviagtion System) 1.0 Ford EcoBoost 100PS 5d,1
user_20,Note 1.5 dCi Acenta S (103bhp) 5d,1
user_20,V40 HatchbackD3 (4 Cyl 150bhp) Inscription 5d,1
user_20,E-Class Estate E300 BlueTEC Hybrid (Ext Pack) 5d Auto,1
user_20,Vectra Estate 2.5 V6 Club 5d Auto (99),1
user_20,2-Series Active Tourer218d Sport (04/2018 on) 5d,0
user_20,C-Class Coupé C220 CDI AMG Sport Plus (Comand) 2d Auto,0
user_20,Golf EstateS 1.4 TSI BMT 125PS (03/17 on) 5d,0
user_20,Megane HatchbackDynamique Nav dCi 110 EDC auto 5d,0
user_20,Viano 2.2 CDI Sport 5d Tip Auto,0
user_21,Accord Saloon 2.2 i-CTDi EX 4d,1
user_21,Kangoo 1.4 Alize 5d,1
user_21,i20 Hatchback 1.2 Edition 3d,1
user_21,Astra Estate 1.7 CDTi 16V Club 5d,1
user_21,DS4 1.6 e-HDi (115bhp) DStyle Nav 5d,1
user_21,Traveller MPVAllure Standard 2.0 BlueHDi 150 S&amp;S 5d,1
user_21,Ibiza HatchbackXcellence Lux 1.0 TSI 95PS (07/2018 on) 5d,1
user_21,Stelvio SUV2.2 Turbo Diesel 190hp Q4 AWD Nero Edizione auto 5d,1
user_21,Roadster (80bhp) 2d Auto (RHD),1
user_21,V70 2.4 5d XC,1
user_21,3008 SUVGT Line Premium 1.5 BlueHDi 130 EAT8 auto 5d,1
user_21,Leon HatchbackFR Technology 1.4 EcoTSI 150PS 5d,1
user_21,Fiesta 1.0 EcoBoost (125bhp) Zetec S Navigation 3d,1
user_21,S40 1.6 4d,1
user_21,Discovery 2.7 TdV6 5d Auto,1
user_21,Almera Hatchback 1.4 Ambition 3d,0
user_21,GLA-Class AMG GLA 45 (381bhp) 4Matic 5d Auto,0
user_21,Vectra Saloon 1.8 GLS 4d (AC) (99),0
